source_id,token_index,cited_source,label
335,8636,6,0
335,8671,6,0
335,8696,6,0
335,8726,7,1
335,8763,7,1
335,8791,7,1
335,8829,1,0
335,8863,1,0
335,8895,1,0
335,8917,2,0
335,8938,2,0
335,8966,1,0
335,8990,4,1
335,9033,4,0
335,9060,4,0
335,9091,6,0
335,9126,5,1
335,9165,6,0
335,9206,1,0
335,9242,7,1
335,9279,6,0
335,9311,6,0
335,9350,6,0
335,9389,1,0
343,5736,1,0
343,5761,5,0
343,5825,1,0
343,5842,6,0
343,5885,3,0
343,5933,3,0
343,5957,6,0
343,5991,5,0
343,6009,5,1
343,6031,1,0
343,6047,6,0
343,6069,6,0
343,6104,6,0
343,6127,6,0
343,6149,1,0
352,5316,1,0
352,5341,1,0
352,5373,1,0
352,5401,1,0
352,5437,1,0
352,5474,3,1
352,5508,2,0
352,5531,4,0
352,5560,4,0
352,5586,4,0
352,5614,2,0
352,5637,2,0
352,5668,4,0
352,5696,4,0
352,5730,1,0
352,5763,1,0
352,5799,1,0
352,5839,1,0
352,5871,1,0
352,5895,1,1
352,5934,1,0
352,5958,1,1
352,6002,1,0
352,6059,1,0
352,6122,1,0
352,6177,1,0
352,6233,1,0
352,6285,7,1
352,6302,7,1
352,6333,7,0
352,6376,7,0
365,16876,1,0
365,16909,25,1
365,16941,24,0
365,16984,4,0
365,17031,1,1
365,17078,1,0
365,17133,10,0
365,17165,10,0
365,17215,10,0
365,17262,16,0
365,17301,16,1
365,17361,9,0
365,17413,3,0
365,17447,3,0
365,17500,13,0
365,17549,16,0
365,17610,16,0
365,17663,15,0
365,17709,24,0
365,17749,24,0
365,17806,25,0
365,17842,25,0
365,17878,25,0
367,5339,11,0
367,5354,11,0
367,5370,1,0
367,5384,1,0
367,5401,11,0
367,5415,11,0
367,5445,11,0
367,5460,11,0
367,5476,11,0
367,5497,11,0
367,5520,11,0
367,5542,4,0
367,5566,4,0
367,5584,4,0
367,5613,11,0
367,5635,11,0
367,5659,11,0
367,5681,11,0
367,5719,10,0
367,5745,10,0
367,5777,10,0
367,5801,2,0
367,5822,3,0
367,5840,4,1
367,5856,4,0
367,5879,4,1
367,5904,4,0
367,5927,7,0
367,5951,7,0
367,5972,7,0
367,5991,4,0
367,6010,4,0
367,6032,4,0
367,6053,1,0
367,6078,1,0
367,6097,1,0
367,6113,1,0
367,6129,1,0
367,6141,1,1
367,6157,10,0
367,6178,10,0
367,6204,5,0
367,6222,5,0
367,6240,5,0
367,6263,11,0
367,6288,11,0
367,6303,11,0
367,6334,11,0
367,6358,11,0
367,6378,11,0
367,6399,11,0
367,6448,11,0
367,6467,9,0
367,6489,9,0
367,6502,9,0
372,3670,7,0
372,3692,7,0
372,3713,7,0
372,3741,7,0
372,3773,7,0
372,3790,7,0
372,3809,7,0
372,3828,7,0
372,3853,7,0
372,3888,2,0
372,3935,2,1
372,3958,2,0
372,3984,3,0
372,4011,6,1
372,4041,6,0
372,4073,6,1
372,4106,6,0
372,4142,6,0
372,4169,6,0
372,4199,6,0
372,4225,4,0
372,4261,5,0
372,4286,5,0
372,4327,5,0
372,4361,5,0
372,4387,5,0
372,4423,5,1
372,4449,5,1
372,4487,7,1
372,4527,6,1
373,4997,4,0
373,5034,6,0
373,5072,5,1
373,5124,5,0
373,5162,5,0
373,5204,3,0
373,5248,4,0
373,5289,2,0
373,5317,6,0
373,5348,4,0
373,5388,4,0
373,5425,1,0
373,5461,3,1
373,5509,2,1
373,5541,2,0
373,5577,6,0
373,5615,6,1
373,5647,4,0
373,5678,4,1
373,5716,4,0
373,5753,3,1
373,5791,5,0
373,5826,4,0
373,5863,3,1
373,5901,2,0
373,6001,6,0
377,4598,1,0
377,4625,1,0
377,4676,1,0
377,4700,1,0
377,4726,2,0
377,4753,2,0
377,4773,2,0
377,4795,2,1
377,4832,2,0
377,4849,2,0
377,4858,2,0
377,4871,2,0
377,4895,2,0
377,4927,2,0
377,4950,2,0
377,4992,2,0
377,5035,2,0
377,5054,3,0
377,5094,3,0
377,5128,3,0
377,5163,6,0
377,5205,6,0
377,5253,6,0
377,5288,6,0
377,5304,6,0
377,5352,7,0
377,5384,7,0
377,5410,7,0
377,5448,7,0
377,5465,7,0
377,5514,7,0
377,5542,7,0
377,5573,7,0
377,5627,7,0
377,5646,8,1
377,5673,8,1
377,5708,8,1
377,5748,8,1
377,5775,8,1
377,5830,8,1
377,5868,8,1
377,5881,8,0
377,5923,8,1
377,5977,8,1
377,6008,9,1
377,6051,9,1
377,6083,9,1
377,6105,9,1
380,3512,3,0
380,3548,3,0
380,3575,3,0
380,3624,3,1
380,3674,3,0
380,3712,6,1
380,3824,1,0
380,3866,1,0
382,4546,1,0
382,4583,1,0
382,4614,1,0
382,4643,1,0
382,4687,1,0
382,4711,1,0
382,4729,1,0
382,4761,3,0
382,4796,3,0
382,4822,1,0
382,4846,1,1
382,4868,1,1
382,4901,6,0
382,4915,6,0
382,4940,7,0
382,4960,7,0
382,4980,7,0
382,5002,7,0
382,5038,7,0
382,5074,7,0
382,5120,8,0
382,5147,8,0
382,5163,8,0
382,5186,8,0
382,5205,8,0
382,5225,8,0
382,5243,8,0
382,5271,8,0
382,5294,8,0
382,5317,1,1
382,5337,7,0
382,5364,7,0
382,5392,7,0
382,5422,7,0
382,5465,5,0
382,5487,5,0
382,5512,5,0
382,5538,5,0
382,5571,5,0
382,5594,5,0
382,5623,5,0
382,5663,4,0
382,5691,4,0
382,5725,4,0
382,5765,4,0
382,5803,4,0
382,5860,4,0
382,5898,4,0
382,5937,4,0
382,5951,4,0
382,5995,4,0
382,6018,4,0
382,6062,4,0
388,6065,5,0
388,6112,5,0
388,6131,5,0
388,6156,5,0
388,6189,5,0
388,6225,5,0
388,6248,5,0
388,6270,5,0
388,6292,5,0
388,6310,5,0
388,6333,5,0
388,6360,5,0
388,6396,5,0
388,6421,5,0
388,6480,5,0
388,6509,4,0
388,6559,4,0
388,6589,4,0
388,6631,4,0
388,6670,4,0
388,6696,4,0
388,6721,4,0
388,6761,4,0
388,6787,4,0
388,6823,5,1
388,6850,5,0
388,6876,4,0
388,6898,4,0
388,6923,5,1
388,6950,5,0
388,6982,5,1
388,7003,5,0
388,7035,5,1
388,7067,5,0
388,7098,5,1
